usuario,followers,friends,tweet,retweets
infoRMurcia,12633,3323,2,0
maxi_bblancatuc,503,616,2,0
FENAMM,10440,687,0,1
MARCITA_LUV,139,128,1,0
erikonomista,89,467,1,0
Aran_Acha,704,1134,4,1
Getulio_Ibarra,45,299,0,2
pei451,78,208,1,0
yerunfernandez,44,241,1,0
ECU911SDT,23743,720,1,0
SandraGud,4480,2745,6,3
AZLOGICA,411,1262,0,1
jaortuno,914,363,1,0
ReforestamosMx,20473,3734,0,1
cesarbm33,159,698,0,1
MarieeEiriksson,1039,1462,1,0
Tomalalempira,698,777,1,0
JuankaggG,8,6,1,0
mariacsegovia,2504,2843,2,0
AyuntamientoVLL,42427,928,1,0
Buia89917434,474,2949,1,0
Sebastian_Chint,246,374,0,1
Cmunicipios1,2203,352,1,0
ManuelaMar,529,607,0,1
GarnierEleazar,17,63,1,0
JorgeRaulCruzV,165,691,0,1
ChiclanEmprende,1236,1235,1,0
santilozano_,166,404,1,0
xabuci,708,526,2,0
aguasdecordoba,340,105,2,0
pazvila1,45,178,1,0
msthandi1,31,78,1,0
Maria_Renovales,271,562,2,0
icatalist,224,505,1,0
iSostenibilidad,7399,1979,9,17
FeminismoINC,6303,2743,0,1
ugtbomberofores,639,448,1,0
InvolucrateOAX,35,57,1,0
andrea_burt,946,1066,0,1
arcu65,259,624,1,0
ekifundacion,88,388,0,3
ElMenorDonDon,24,42,2,0
rodrovalencia,834,247,1,0
SdAMalaga,156,77,1,0
afin_giz,1562,994,0,1
JFG68,399,349,1,0
PabloGutiOk,10194,2005,0,1
Vivicanche,3301,2378,1,0
CenicsPanama,92,255,0,2
ttiikkii,9,59,1,0
EmbajadaEspUy,4554,703,1,1
CompararADSL,223,776,0,1
SManuelaCM,74,68,0,1
mariperygar,1240,1200,1,0
seguzdMX,171,558,1,0
ForoQyS,2602,255,0,5
JackiiHerrera1,1205,543,1,0
mitecogob,21284,191,3,1
LuisJulianSalas,345,1035,1,0
MercedesPCceu,122,220,1,0
MarisaGomezCres,2716,4999,2,4
IHCO_coophealth,678,165,1,0
AnaPilar_MR,498,809,0,1
XavaBanda,1024,478,1,0
Social_CFIEVA,228,153,2,0
amolanor,1406,711,0,1
CiesNepyru,97,319,0,1
ignas68,51,89,1,0
pua_virgi,16,58,3,0
delbosqueatuca1,139,155,1,0
RuthErikaMendo1,12,28,1,0
alejo_segib,2546,1020,4,0
moleaga,185,422,1,0
Unidosenred,2897,992,1,1
susejao,376,451,2,0
manueljesusF,16762,15027,2,22
paquitobp,187,169,2,0
rlopezsm,298,485,2,1
mooregarcia14,14,225,1,0
Maorodriguezgon,11187,8846,1,0
josemariademoya,6052,2754,2,0
AguasdeAlbacete,1296,322,0,1
jcknk,91,127,1,0
BegonaCabanes,291,879,0,1
sociarte,2302,3886,1,0
pedrobutler,404,587,1,0
quijano_aurora,10,205,1,0
perezenaguer,78,182,1,0
supersevi,380,1859,2,0
MarthaRuizR,35,115,1,0
yepes_pau,82,310,1,0
Maclecast,91,289,1,0
darkolina,2799,4592,1,0
ERICA_FER_,631,707,2,0
CIMASINNOVACION,738,730,0,2
EvaPons5,76,232,4,0
ObedBatista,3601,987,0,1
jandrocalleja,699,382,1,0
FilmotecaMurcia,8280,18,1,0
JockeyClubdeTuc,1231,550,1,0
fegadacegalicia,2317,1514,0,1
cebembolivia,580,224,0,1
LorenzoJdeL,574,70,1,1
Calidad_Pascual,11780,1537,1,0
frleivab,171,175,1,0
FAOCuba,2965,1243,0,1
crismozar,347,286,1,0
Me3LinA,88,254,1,0
jroblesc,342,339,1,0
PointerAr,374,995,0,2
fcarlosdecastro,1153,1928,2,0
londones,14251,14749,1,0
SilviaTorresC,9936,4419,1,0
CECyTEHidalgo,6434,508,0,2
chikisperalta1,58,105,1,0
MattiGeo,1048,1006,0,1
eli_jmor,818,5001,2,0
GSU_INDIA,33,121,1,0
PilucaRomero,609,678,1,0
megustamimerca,220,206,0,1
dra_tamy,712,1334,1,0
pablogpc,587,682,1,0
Fundacion_SM,3930,1747,1,0
PSC_sostenible,416,614,1,0
JesusTolmo,40,232,0,1
FelicianoSaez,95,187,1,0
pamquibec,5357,1758,1,0
Seryes_corredor,567,1133,2,0
Leticiaestevez,1829,890,1,0
Gilalcala,53936,1895,1,0
leadimage,1077,1162,0,1
AccionaJobs,22705,252,0,1
CarmenG138,7,122,1,0
Salomon_Bazbaz_,47,142,2,0
alternativaver1,116878,99755,0,4
MerBernabe,391,234,1,0
juanc_hdez,1857,3257,1,0
ensgismau,2832,1433,2,0
jacquelinesur,370,2109,1,0
pablorobher,1309,855,1,0
BoxSynergy,210,1050,1,0
joazcurrain,1213,592,0,2
Mocedastur,1429,193,1,0
ProSoliRD,32063,1010,2,1
SusanaLC1976,64,135,1,0
LeonAyto,6840,1341,1,0
Ser9gio_GR,130,1137,1,0
MaquitaBolivar,119,74,0,1
PFuturaec,48,221,2,0
ddianasalazar,8473,2140,1,0
ribadeneira7,1144,328,1,0
_equalit_,144,1013,2,0
EmbaChileEspana,320,455,2,0
annaterronc,1775,608,1,0
VarelaDubra,504,1568,3,0
belliglesias,681,1586,1,0
ODSAUCA,4250,626,0,1
corialorena,80,836,1,0
LMandrino,744,529,1,0
qosITconsulting,457,770,1,1
muevetexambient,728,2032,0,1
e71romo,317,752,1,0
CruzRojaSOeste,471,263,0,2
alegriafonseca,6019,3023,1,0
MarcosBrien,75,82,1,0
Lider1500Duarte,45,114,1,0
marioorozgon,2506,1824,1,0
tereceledon,223,893,1,0
RaymundoSantil1,198,284,2,0
majolobasso,1005,2571,5,0
SugeoUnam,115,85,1,0
GreenbreakA,432,542,1,0
Observacoop,1112,480,1,1
chanler,1383,2975,1,0
Sampedro_Cesar,1830,2995,1,0
LinaVegaAbad,12443,1057,2,1
ymorreta,1,22,1,0
LauraJuarezH,418,269,7,1
jusegi,1347,1292,1,0
DomenikaSanchez,2572,1408,1,0
marcetorpey,630,1090,2,0
pacegira80,112,593,1,0
luis_azcona,1412,930,1,0
Ecoitalia1,71,337,0,4
TelconetLatam,1714,8,0,1
claperez77,142,124,1,0
EmbajadaEspGTA,3657,627,4,0
mercedescapitas,1015,2604,3,0
bueno_maisabel,100,38,1,0
unescolima,3716,407,1,0
ivanwese,5283,935,1,0
johmyvj,207,893,2,0
Badu103,1275,3353,3,0
oterolievano,17,55,0,1
ferhvelasquezv,229,528,2,0
adrian_escala,183,545,1,0
yolidabeyac,2203,1032,2,0
MelbaAdriana,965,1535,2,0
HoracioArdiles,865,1841,1,0
PresuntoC,37982,33102,1,0
zapozamedioamb,320,1344,1,0
EmbEspBelgica,2567,338,0,1
gabrielfidel,8514,2855,1,0
DamienBarchiche,123,359,1,0
JJSSBadajoz,1466,1521,2,0
gelequido,49,59,1,0
Elizabe06058654,5,112,1,0
claul28,37,185,1,0
Arcange52536129,82,28,1,0
moni_b_c,8,42,1,0
CEDRSSA,4943,2879,0,1
joyleban,912,877,0,1
cfvcfv,127,948,1,0
TotufitaHotmail,12,40,1,0
GreenDrinksBA,3227,1975,1,0
Issac_Alonso,1684,672,5,2
escuelagob_ide,694,94,0,2
cldelgadop,277,670,0,1
internacionalUM,1395,917,0,1
CepedaSen,288,894,1,0
CorporacionGES,741,1508,5,0
SanOrozcoG,112,648,1,0
HRtuweb,121,284,1,0
ECU911PVO,26064,1194,1,0
vivi_rubg,283,270,1,0
CarmeloAlamoRod,2503,4766,2,0
AzucarHonduras,333,157,1,0
felipejavierha1,68,1425,1,0
JaimeMalet,1399,159,1,0
LaniAnaya,1063,3386,1,0
COPADE,2379,781,2,2
JorgeFaibre,10309,1293,1,0
lazaiban,124,190,1,0
andyfdz,2259,2660,1,0
jjbockel,3482,323,2,0
Lydia_Yanez,506,293,0,1
CesarRocha7,440,945,1,0
ans_organico,8,21,1,0
FuturoEnComun,1182,416,6,1
MTESS_PY,20412,409,0,1
ibc_spain,88,303,2,0
navarretenacho,270,255,3,0
Samuelbaixauli,870,896,1,0
roci_pilar_and,85,566,1,0
BobAlonso,7475,6853,0,1
ONGD_JyD,2844,1481,1,0
GMC2971,23,68,1,0
mireyya1212,9,121,1,0
LeissaOrtiz,1013,1945,2,0
NoraCServino,1374,1383,1,0
reddguyana,23,55,2,0
PereLlimonera,237,1718,1,0
EnergiaSociedad,1695,688,0,1
UBESsalud,123,204,1,0
RedRimig,558,1548,1,0
INJUV_Antofa,5737,678,0,1
Blanquerna,10099,7266,2,0
Juanma120769,275,447,3,0
daniel_hervas,2101,3313,1,0
cecytefcoimadro,572,182,3,0
Carrasco6Maria,1682,1690,2,0
magosconsultor,143,302,1,0
NUTRIXIONapp,35,20,2,0
danosys,392,622,1,0
William_AquinoR,644,378,1,0
a_alonsonunez,2365,1938,5,0
Libertad7Mary,16,331,7,0
JoseVicenteSa74,49,119,1,0
guillibrand,751,1237,0,1
yahimagonzalez1,358,1115,0,1
Claudio39833837,57,324,1,0
FAOHonduras,3869,240,1,1
ineverycrea,15656,5171,0,2
ivanrivasrdz,1561,1253,1,0
ogasunaEJGV,204,189,1,0
elgusster,41,89,2,0
AlejVillegas,2190,3427,1,0
NAtutxa,1449,4641,1,0
ElenaBou13,180,526,5,1
DeustoFabLab,453,278,1,0
VoyagesAfriq,3769,2137,1,0
RodAguirreAv,346,2659,1,0
LoyolaAnd,9149,821,1,2
MartinezM1961,83,310,1,0
Malvarcita,4078,2258,2,0
v_lehman,324,473,1,0
EmbEspNoruega,1985,928,0,1
InmaBarcelo93,128,130,1,0
yennymarcelale3,36,90,1,0
annabeyondme,1339,296,2,0
CharlyFBoy,63,1212,2,0
PremierPaperCM,2700,1525,1,0
VolquezGladys,282,1457,1,0
Bcodesal,3020,2770,1,0
jerikaem_,50,381,2,0
CetelemSpain,3816,540,1,0
EscosanInmo,457,644,1,0
BeatrizNSH,111,849,6,0
josbein1,41,163,1,0
nurietaramon,2170,2361,1,0
Gabylop152,459,1497,1,0
CENDES_UCV,4678,1991,1,0
RayaTena,388,738,1,0
HeraldoEscolar,2052,992,1,0
cifpa_director,268,142,3,0
EveCarra_,71,110,2,0
AngelesSolanes,577,370,1,0
OECD_Centre,69639,2189,0,1
Armando_WeirC,327,271,1,0
campoolosvalles,1171,728,3,0
Yvanovich_C,105,1668,0,1
carescurra,341,1982,3,0
aseacam,1032,566,1,0
MAmparojh,355,274,1,0
luisolisfg,253,238,0,1
CEPYME500,437,595,1,0
Alex_Tellez21,289,59,1,0
JosechuFT,1921,1898,0,2
EcoDetalleMX,411,624,1,0
sasc1971,917,1060,1,0
MarisolM_C,213,208,1,0
ginaomana,118,206,2,0
6169alo,86,64,1,0
JuanCar44257185,1572,2733,1,0
CEF_MN,546,174,0,1
JoseOlacheaG,233,717,1,0
CatherinV6,29,318,1,0
simonalau,394,1594,1,0
iCOFAS,870,431,1,0
jespin5,1627,2473,1,0
MJesusArmas,1057,832,1,0
topohumpry,1847,804,1,0
MissGEnrique,13802,12003,2,0
Camarabaq,13493,1083,0,2
san_lunag,2378,1145,1,0
Juandavidmerlo,100,134,1,0
aychelmd29,691,945,1,0
javierallue,1792,1753,1,0
acentoline,457,424,0,1
craguila25,157,1162,2,0
UsaAmyb,1,12,1,0
AlfredoRomn2,67,870,1,0
KarlaMi02672602,3,37,2,0
silcampos04,691,1334,3,0
MglgmMglgm1,1,55,1,0
AlCaceresMon,519,1397,4,0
josereymt,619,713,1,0
soldaelectric,593,1170,1,0
M0989686832,10,13,1,0
mprp37k,51,77,1,0
UIMP,22043,3186,8,0
AnaGonzlezSobr1,62,94,1,0
shareu20,168,319,2,0
AforoCongresos,284,607,1,0
luzmarinaverg12,13,5,4,0
LitzianPineda,166,656,0,1
Vale7613,77,70,2,0
NachoTomas,7467,955,1,0
dianitalop,1364,464,1,0
FRubioTorgler,3688,4474,1,2
OrcelisSaez,79,105,1,0
Mikaelafac,116,360,1,0
pcambat,218,711,1,0
Asun_Martinez1,1845,305,0,2
rivarolamabelu,273,1058,1,0
marleonfontes,281,764,1,0
miguelrcabanas,7599,362,2,1
GuillermoMauro9,8,22,1,0
rio_eloisa,17,70,1,0
LudmiiMilano,642,439,1,0
psoearanjuez,2505,2055,1,0
luis_garzon_r,79,1516,1,0
Colliaalejandro,1202,364,0,1
jordit51,9397,8670,1,0
EconomicasUMU,1342,364,2,0
usuariosdeinter,358,99,1,0
LaUtopiadeIrma,2318,615,2,0
Discap2017,198,398,3,0
AliciaAvila67,45,83,1,0
plumastecolote,6828,621,1,0
carlosecana2017,1035,5001,1,0
miguel_71586,127,294,1,0
juliansalgadoca,114,74,1,0
jsmartos,7928,2938,1,0
EsHorizonte2020,11776,1252,0,1
AndreaM97955894,44,78,2,0
gonz_zapater,294,267,3,0
CentralASI,2368,2534,12,0
FerminCerezo,2781,587,0,1
AmeliaNavarroA,970,1097,1,0
MIAMBIENTE_HN,6936,149,0,4
MoyaRiu,248,1602,1,0
rcastellanosh,983,792,1,0
joseba770,62,292,1,0
jbarzallo82,91,198,1,0
LUPITA16008867,17,72,1,0
raquelea,1220,1080,5,1
desafio2030,627,610,1,0
COMAFORS,535,570,0,1
GlobalCAD_,2455,1252,1,0
DireccionJulia,97,126,2,0
JulioBerdegue,2738,4983,1,0
jjsanchez_1,347,184,1,0
m_eliciacortes,89,599,1,0
GabrielaUriarte,1117,487,2,0
GriseldaLassaga,374,382,1,0
andresyn_14,193,293,1,0
alitionutri,96,553,1,0
berdeago,1583,995,0,1
fnovaterra,1462,1044,1,0
JcarrionTacuri,1350,2390,2,0
DolotsC,43,136,1,0
mjbautistac,309,375,0,1
wilsonbici1,77,348,1,0
waliagaasto,24,74,1,0
CIDESPU,695,451,1,0
RegMurciaBrux,1490,1522,1,2
alex_meeder,501,293,1,0
EAPNGalicia,2393,408,5,0
elsamexoficial,685,1639,2,0
Agricultura_mex,678033,205,1,0
se_unam,29,32,0,1
Brigittelgb,68761,2379,1,0
Lamantonioo,74,74,1,0
Centro_Regional,974,415,0,5
lulagomez,1492,1127,1,0
ferlog14,357,1092,1,0
sonarqpaisajes,187,189,0,3
dorisuarezdiaz,156,374,1,0
bindengroup,385,418,0,1
BIzaola,224,220,1,0
INAP_ES,14424,357,0,1
micohugo,344,792,0,1
mirenamaiaiguar,313,384,1,0
BiciMontse,1117,751,1,0
VRI_UN,21115,7508,1,0
BelenMu34112584,15,13,2,0
marialazaro,17110,4555,1,1
KadoshSol,18,286,1,0
CONCOVI_Espana,536,461,1,0
Miquel_R_C,95,86,1,0
angelespyrsel,102,226,1,0
MitzyVelastegui,224,453,1,0
CONAPgt,17942,851,1,0
CRLfab,186,388,1,0
LauCVEM,2461,933,1,0
UNOPS_es,11592,811,0,6
carlosfonzeca,7895,5568,6,0
CCBiblio,4369,1844,1,1
RAEEAndalucia,1088,217,1,1
AuroraGalan5,29,109,1,0
social3c,1339,1516,12,0
Oscaral15593564,44,139,3,0
COAMSS_OPAMSS,1641,1154,0,3
lfquinterop85,315,1515,1,0
lope_sagrario,178,184,1,0
ManzanoCr,5109,991,1,0
innovacionPuer1,27,24,3,0
CSCAE,18841,761,1,2
Guillepau,417,755,1,0
CooperaSi,2044,2320,1,0
GSGilwell328,163,578,1,0
librolecturagob,1400,132,0,2
asdes08,2997,4686,1,0
ovalero_arq,155,869,1,0
ChinitaLC,2380,1435,1,1
soniarutera,2001,1511,1,0
impact2030,3548,1744,1,0
MuroFabian,835,931,1,0
mcarvajal28,237576,457,2,0
CONGDCA,1195,180,1,1
GellyPS,118,433,1,0
alfonsogut84,72,320,1,0
CANI_guate,193,236,0,1
cicat_cl,10374,7752,0,1
DelphiNor_,538,311,0,4
Ven911Zulia,201,405,1,0
Adolfokant,4,47,2,0
icloby,167,784,0,3
beltranperote,862,723,1,0
carmen_risueno,22,21,1,0
micoledefatima,48,77,1,0
LaClau,10811,10181,0,1
ROUSSCORONA,182,251,1,0
jfrunning,67,386,1,0
danone_es,26309,3847,1,0
SaludMental_Col,63,63,1,0
orozco_hira,472,444,1,0
juanorosas,597,526,1,0
luisig,547,2004,1,0
LauraCarballoL,995,868,1,0
daniiglesias_cs,2997,3969,1,0
CRJCyL,1115,234,1,0
RespSolidarias,454,1251,8,5
RedRurales,421,494,1,0
mldoce,2630,2925,3,0
Lauritatenerife,21,35,1,0
AnttonAlza,5,20,2,0
isacerofraile,14,17,2,0
edysur_oax,91,58,1,0
CONEP_RD,31998,464,1,1
aki_UvU,1,43,1,0
pedrofrancke,12796,328,1,0
PatriJimeno,332,923,1,0
j_jph,677,311,1,0
SisalemaVera,24,63,2,0
dianabaezs,201,399,1,0
colegio_alameda,3830,864,0,1
jl_barragan1,2215,199,1,0
GanekoLab,237,1131,3,0
bbva,2037315,309,2,7
smorenoa00,39,107,0,1
AECIDColombia,8025,2146,1,0
UcjcLab,80,77,2,0
escuelaextraord,417,347,1,0
piuranews,3642,2879,2,0
sonyjpca,111,411,1,0
NoeSito17,230,1017,1,0
SwedeninGT,5792,345,0,1
YADIRAMEDINAGIL,96,380,1,0
El8infinito,258,791,1,0
OPEA1,1367,1054,8,0
mjcarrascosa6,380,286,1,0
coca_sch,103,217,1,0
OhYeahEDU,435,1,5,0
mariaandrea_u,1091,2470,0,1
PRENSAICLAM,3649,1935,1,0
Luis_Fierro_Eco,1795,4997,0,2
AlonsoRiveraM,363,204,4,4
ConueeSGEn,4059,1507,3,0
amoyacoach,351,367,1,0
drcedenoalcalde,181,207,0,1
AnaOmeteotl,32,162,1,0
LourdesMcpher,638,1671,1,1
JuanAntonio_RR,574,2552,1,0
jmnavalon,1272,3459,3,2
alejoavr,342,371,1,0
patriciaherber,116,219,1,0
AleixNoguera_,84,607,2,0
CCTHADER,10631,3393,1,0
Yorsuha,674,786,1,0
c_mercadologica,116,176,0,1
SalutiTreball,1487,924,2,0
UCAM_Turismo,1251,1920,1,0
CorchadoRuben,119,932,1,0
RefugioGallego6,11,4,1,0
FeSPUGTlarioja,1202,629,1,0
MartaJSaavedra,631,1384,1,0
Esuna_Dugarova,391,149,0,1
OscarRalPrada2,364,1358,1,0
nuriaportillop,878,2766,1,0
amasiain,1181,951,1,1
GraneroGustavo,244,856,2,0
TatiZun,105,321,1,0
AcnuUnaCuba,1989,979,1,0
mariajesusb2,2899,5001,2,0
serrano_gracia,305,328,0,1
Gabacer,267,1750,1,0
nachoECM,762,392,1,0
davidalba21,996,2636,3,0
alonso_avalos,564,1529,0,1
AgriculturaIMB,1426,128,1,0
EHEITESM,251,210,1,0
catalinaines,1375,272,0,1
MundoSoral,82,183,1,0
IGME1849,4877,8352,2,0
pepebareaarco,3943,2848,0,1
JovenesDom,54,200,1,0
omar_guevara007,50,182,2,0
SonyaGuerraLpz,1068,1038,0,1
Juani_Queen,17,40,1,0
ICEXEcuador,906,434,2,0
pasatfc,950,47,2,0
mjruiz4,49,34,2,0
WorkingDeadR2H2,45,131,1,0
PNUDPARAGUAY,1955,1554,1,0
ArantzaArruti,964,1266,1,0
AnaikaY,977,1006,1,0
NBSOBCN,837,878,1,0
hmy_group,685,887,1,0
As_Ferduero,120,79,2,0
jesustenta,1107,1031,1,0
Tecniberia,10185,694,0,1
pactoglobalpy,953,155,0,6
DianaBauelos,65,158,1,0
pathmoza,416,406,1,0
onumujeresEcu,9264,217,0,1
chemplastexpo,787,772,0,2
fabicamargolu,157,119,0,1
CDOverde,1981,1507,0,1
EUQARA10,67,283,1,0
AnaisVazquez03,36,51,1,0
FAOenEspanol,19107,769,0,1
Negro_Plata10,22,42,1,0
MujeresMovMX,6796,2485,2,0
kodriozola,392,544,1,0
vickysukenik,385,593,1,0
lroyon2002,43,365,1,0
perogar_BIM,296,306,9,7
JavSaldana,32081,9620,1,0
IzAb_Bierzo,299,270,1,0
CanalFONCE_UNED,600,85,1,0
icap_1954,1122,2813,0,2
marudo76,5385,1294,2,0
coopescuelaideo,406,250,1,0
DelianFeo,1499,855,1,0
AurePimentel,118,652,1,0
U_Wandii,175,198,1,0
comamel_,330,241,0,1
amanda5811,62,290,1,0
CristinaRiver41,50,327,1,0
Senafe2003,31,33,1,0
CerecedoGustavo,36,113,1,0
ESTHERF25939089,1,106,0,1
SSDPedomex,1430,237,1,2
CancilleriaPma,60571,1007,1,7
ambienterd,29704,1022,0,1
AleksCastillo11,2749,897,1,0
DraReynaVazquez,119,353,1,0
CecyteSantaAna,810,659,1,0
RafaPazHdez,150,815,13,0
viviana_simone,833,463,4,0
ingLaura17,507,1656,1,0
RodolfoDiaz,659,2527,1,0
lmmaetakaya,43,251,1,0
VictoriaSeiasa,221,210,4,1
Oxcartjc,42,959,2,0
fbuyolo,7238,6352,35,1
Marlene_Santiag,5,21,1,0
CaroRguez,497,242,1,0
usecnetworkmag,93,41,0,1
PedroJ_Cuestas,10911,3948,2,1
vlanza5,377,1072,1,0
soleaguilar_,987,1128,0,2
olympiamorales,668,558,1,0
anarela_s,164,502,2,0
ConueeInt,1083,357,4,0
oscarbust,351,1404,3,0
denisecangelos1,244,258,0,1
maiteseo,274,261,1,0
CNBMex,660,183,2,0
ZerosetBCN,165,80,1,0
CMNUCC,54607,401,0,2
lidia3068,13,21,1,0
mujeresdehoyhc,3037,334,1,0
teresa_lorca,629,771,1,0
ReyesCastilloEU,386,560,3,2
okmejia,1138,1624,2,0
elreparaz,1116,452,1,1
MarysolBustama1,19,74,2,0
IArgonauta,13,12,5,0
MJMedialdea,231,416,0,1
juanalfredo_dlc,562,371,2,0
MeryJoeLc,604,469,1,0
MGalardon,198,300,0,2
Educamdes,182,297,1,0
Andesco1,6391,457,1,0
MontagneFund,43,29,1,0
FAOParaguay,3773,941,0,5
IGMardones,1199,2173,1,0
asociacionASA,5595,610,1,0
VicentVG,3148,3276,3,0
OriolLeal,72,174,2,0
pepe_quintana,963,1257,1,0
juancristobalrv,1405,1295,4,0
Isabelsm3,3700,2212,2,0
Cs_Murcia,4232,1515,1,0
crecyl,5138,1730,0,1
ChangeMakers77,5,1,0,1
sensiugt,148,200,1,0
judacafu,152,452,1,0
jerusalenyadi,817,2970,1,0
FernandoAlviar4,48,51,1,0
natguerra,561,1391,1,0
Cooperacionuva,1191,424,2,0
CAE1309,10147,4595,1,0
FCIDEMAR,636,666,0,2
DiegoTroncoso,3717,4587,2,0
gmoholzmann,4884,830,1,0
Easytelecomlaw,67,68,0,1
institucional1,50,92,2,0
AnaMerinoMir,925,1657,1,0
minasenergiaupm,4403,4991,1,1
majoseroyo,462,464,1,0
agua_ambiente,464,1907,1,0
AmbientalUEB,511,117,1,0
apradilla,1704,1310,2,0
inmigranchile,107,267,1,0
mjposada,370,936,1,0
IvonneFarreraRo,64,364,1,0
martinsaladillo,98,127,0,2
IDBpartnerships,1424,173,0,1
BarbaraRita2,705,358,1,0
YrJuan,308,1099,1,0
UATAEAndalucia,836,834,3,2
bastavosconmigo,276,550,2,0
RamiroMontesA,812,1656,1,0
jpgcrowley,593,221,1,0
Aura_Rz,420,506,2,0
rmcoopera,113,231,1,15
carlosidrovoc,66,1,1,0
kathiuska17,392,1064,1,0
avvelasquez,1979,1668,1,0
juanlayda,958,1909,4,0
AMEXHI_Oficial,2162,244,0,1
FelipeHoracioM1,45,79,1,0
CruzRojaVLC,1461,500,1,0
rutenca,5489,4422,2,1
mgarciasalguero,1251,1053,2,1
FissaMalaga,143,171,1,2
UNESCOsanjose,629,396,3,2
Cemdes,2509,418,0,2
FHinojosaEC,46,110,1,0
payito_fuentes,20,58,1,0
BodMartinCodax,8477,1740,1,0
UEmbPy,488,227,0,1
GreenDCantabria,68,200,0,1
IbisCuesta,77,120,1,0
SVS_Sitges,515,454,2,0
JoaquinGavira,11,45,1,0
gv2024,504,797,3,0
Juanreyp,476,662,1,0
UnicajaBanco,6785,82,1,2
ivamiranday82,45,167,1,0
guzmanhennessey,2772,1086,0,1
Danii_L,931,816,1,0
giova_vala,204,283,2,0
ATLopez3,9,9,5,0
TArmenteras,39,42,3,0
panama0pobreza,169,400,3,0
VeeduriaBogota,12389,2017,0,1
jmcastrob,503,1282,1,1
jfdvsmx,567,3111,1,0
beambif,6340,4443,1,10
LinoCabrera,700,567,0,1
arhezkerra81,111,163,1,0
OlgaNuria,37,150,1,0
FNAmbiental,41403,1350,3,4
LaBellver,1499,583,0,1
renovacionverde,13999,5663,2,0
PortilloBsAs,471,120,2,0
PNUD_Venezuela,3427,379,1,14
GustavoY197,283,339,2,0
JALopezRomero,46,224,1,0
COHEPHonduras,13320,556,0,1
Margarita8103,67,433,1,0
ainarazubillaga,746,628,1,0
SENALLASALTRA,5172,5353,1,0
lariojaexterior,167,251,1,1
medicusmundi,5808,1013,1,0
BigDataCol,4492,5004,3,0
danielaSosaRod,123,456,1,0
chema_vallde,121,241,0,1
MaquiGyasElOro,59,34,1,0
wilcastrop,187,651,1,0
FTelefonica_CL,7308,5572,0,1
Cristobalrn,98,98,1,0
adrigorgaz,354,721,2,0
Pacienciapulido,262,945,2,0
rizzo_paula,472,521,0,3
Epson_ES,6253,3280,0,2
CarlosF93416007,3,5,1,0
gisemontalvoch,667,511,1,0
jonparod,1482,285,1,0
Corpoema,17301,691,1,0
megarrido1,3,3,1,0
MPanzagoma,45,296,1,0
ArmandoArriag16,34,90,1,0
BwCSConsulting,34,130,0,1
BHDLeon,66765,3449,0,2
MildreGarciaCh2,58,55,1,0
Cole_LosAbetos,143,45,1,0
Masbyze,148,211,1,0
PCNPost,859,1175,1,1
Sarai_SuarezLou,55,380,1,1
MediaLabUGR,3137,1007,2,0
GoogazBizkaia,67,508,1,0
FabiolaChicaiz1,174,191,0,1
ArmijosNancy,27,82,1,0
CepredNeconomia,1665,1742,1,0
Biblio_Social,4122,1590,2,2
gitanos_org_CYL,893,1365,0,1
TanTatus,95,261,0,1
visionpolitica7,15542,1480,0,1
JannioGuzman,1244,171,1,0
CarlosCallirgo1,564,1498,1,0
IRSLaRioja,880,813,1,5
CRE_Juventud,9735,588,1,0
pepa94311466,3,25,2,0
xavijim,1341,1230,1,0
COIQCV,385,329,1,0
IPPDHMERCOSUR,15036,1157,1,0
ArnaizMar,582,517,1,0
unizar,20341,446,0,4
ESTHEROLAV,13,68,1,0
NAlejandraSoto,572,715,1,0
juancarcubeiro,16953,3787,4,0
fundaepekeina,2117,1870,1,0
uziel_huesca,201,470,1,0
aadrii2004,409,587,3,0
patriciaferesc,436,796,1,0
ivntres,1043,1225,1,0
CEE_Paraguay,667,19,0,1
EsperanzaYepesO,374,380,1,0
AAFFCadiz,1314,701,1,0
EBVIRGILIOPINZO,576,344,1,0
SPLUGT,376,553,1,0
LuciaInigo_CDTI,1611,1776,11,0
Red_EsAgua,1732,986,1,0
EDMIRYA,409,1908,2,0
LourdesAtrio,272,221,0,2
CruzRojaZgz,4066,630,2,0
hugotomazeti,394,771,1,0
Senniaf,8264,815,2,7
vialap69,3351,1923,1,0
ComercioJustoOI,4606,1482,1,0
areiaragon,226,83,1,0
ChatMavis,274,161,1,0
CarolaMontilva,82,98,1,0
CriptanaJuanjo,66,477,1,0
ArinMandu02,284,655,1,0
NTorres820,198,571,1,0
FranGarciaArtis,790,1334,1,0
socyedu,2526,1805,2,0
supertrujis,30,23,1,0
KayMuoz,364,557,1,0
jmonterreal,275,931,1,0
ElSeorAnderson1,49,159,1,0
pdiazlaborda,106,319,1,1
CarmeRoca1,114,349,1,0
ate_teologas,1915,1108,1,0
UAHes,52903,79,0,1
MunozAnabelen,238,195,2,0
talossancho,192,654,1,0
uvggt,4594,107,0,3
Laboratoriorg,168,479,3,7
AnogalesAdrian,494,388,1,0
TeresaSamaniego,1349,1444,1,0
AntonioSuarezC,194,124,1,0
niura_nigro,72,554,1,0
Madsinbarreras,500,384,1,0
HilarioVRL,2114,4804,2,0
AleJanito65,389,456,1,0
juancorreameji1,1858,916,1,0
Jamyr0,89,1402,1,0
